,负面情感词语（中文）,正面情感词语（中文）,中性情感词语（中文）
不以为然,1.0,0.0,0.0
肃静,0.0,1.0,0.0
谲,1.0,0.0,0.0
响当当,0.0,1.0,0.0
轻蔑,1.0,0.0,0.0
天真无邪,0.0,1.0,0.0
拍案而起,1.0,0.0,0.0
不合理,1.0,0.0,0.0
起绉,1.0,0.0,0.0
唇红齿白,0.0,1.0,0.0
敲边鼓,0.0,1.0,0.0
头头是道,0.0,1.0,0.0
顽,1.0,0.0,0.0
芬芳,0.0,1.0,0.0
一碗水端平,0.0,1.0,0.0
不愿,1.0,0.0,0.0
顶礼,0.0,1.0,0.0
生龙活虎,0.0,1.0,0.0
气恼,1.0,0.0,0.0
因时制宜,0.0,1.0,0.0
鄙薄,1.0,0.0,0.0
嘉奖,0.0,1.0,0.0
变化万千,1.0,0.0,0.0
夸赞,0.0,1.0,0.0
划一不二,0.0,1.0,0.0
杂牌,1.0,0.0,0.0
懦弱,1.0,0.0,0.0
大大咧咧,1.0,0.0,0.0
3116,1.0,0.0,0.0
堕入情网,0.0,1.0,0.0
怒目,1.0,0.0,0.0
弱小,1.0,0.0,0.0
难堪,1.0,0.0,0.0
显耀,0.0,1.0,0.0
宁静,0.0,1.0,0.0
滚瓜烂熟,0.0,1.0,0.0
站得高，看得远,0.0,1.0,0.0
动魄惊心,1.0,0.0,0.0
卸磨杀驴,1.0,0.0,0.0
事实上,0.0,1.0,0.0
过虑,1.0,0.0,0.0
风流倜傥,0.0,1.0,0.0
偏重,0.0,1.0,0.0
捶胸顿足,1.0,0.0,0.0
垂涎三尺,0.0,1.0,0.0
钟情,0.0,1.0,0.0
勤,0.0,1.0,0.0
撑台面,0.0,1.0,0.0
亚,1.0,0.0,0.0
看不上眼,1.0,0.0,0.0
悲恻,1.0,0.0,0.0
清白,0.0,1.0,0.0
款洽,0.0,1.0,0.0
困苦,1.0,0.0,0.0
清真,0.0,1.0,0.0
不加掩饰,0.0,1.0,0.0
尽忠,0.0,1.0,0.0
莽莽撞撞,1.0,0.0,0.0
贫瘠,1.0,0.0,0.0
时尚,0.0,1.0,0.0
五大三粗,0.0,1.0,0.0
希罕,0.0,1.0,0.0
哀悯,1.0,0.0,0.0
否,1.0,0.0,0.0
警,0.0,1.0,0.0
精神溜号,1.0,0.0,0.0
挨边,0.0,1.0,0.0
宁,0.0,1.0,0.0
争相,0.0,1.0,0.0
热闹,0.0,1.0,0.0
浓丽,0.0,1.0,0.0
春秋正富,0.0,1.0,0.0
高看,0.0,1.0,0.0
感恩,0.0,1.0,0.0
脾气坏,1.0,0.0,0.0
贼,1.0,0.0,0.0
腻味,1.0,0.0,0.0
海枯石烂,0.0,1.0,0.0
稀松,1.0,0.0,0.0
首屈一指,0.0,1.0,0.0
壮美,0.0,1.0,0.0
戾,1.0,1.0,0.0
森,1.0,0.0,0.0
无关宏旨,1.0,0.0,0.0
不赖,0.0,1.0,0.0
无光,1.0,0.0,0.0
悸栗,1.0,0.0,0.0
老气横秋,1.0,0.0,0.0
朝不保夕,1.0,0.0,0.0
偏爱,0.0,1.0,0.0
酸不溜丢,1.0,0.0,0.0
纷,1.0,0.0,0.0
天遂人愿,0.0,1.0,0.0
名贵,0.0,1.0,0.0
熙,0.0,1.0,0.0
果断,0.0,1.0,0.0
公正客观,0.0,1.0,0.0
熊,1.0,0.0,0.0
悛,1.0,0.0,0.0
犯有罪行,1.0,0.0,0.0
毛躁,1.0,0.0,0.0
喧天,1.0,0.0,0.0
满园春色,0.0,1.0,0.0
不明不白,1.0,0.0,0.0
令人寒心,1.0,0.0,0.0
原封,0.0,1.0,0.0
清洁卫生,0.0,1.0,0.0
畸轻畸重,1.0,0.0,0.0
醒豁,0.0,1.0,0.0
才思敏捷,0.0,1.0,0.0
优惠,0.0,1.0,0.0
不胜,1.0,0.0,0.0
侉,1.0,0.0,0.0
勤勉,0.0,1.0,0.0
亮光光,0.0,1.0,0.0
明目张胆,0.0,1.0,0.0
湛,0.0,1.0,0.0
翩跹,0.0,1.0,0.0
清彻,0.0,1.0,0.0
捏一把汗,1.0,0.0,0.0
有毒,1.0,0.0,0.0
半真半假,1.0,0.0,0.0
漂亮,0.0,1.0,0.0
多病,1.0,0.0,0.0
超俗绝世,0.0,1.0,0.0
怔住,1.0,0.0,0.0
暗中,1.0,0.0,0.0
心灵手巧,0.0,1.0,0.0
使人疲劳,1.0,0.0,0.0
淫荡,1.0,0.0,0.0
懋,0.0,1.0,0.0
穷困潦倒,1.0,0.0,0.0
安,0.0,1.0,0.0
疑虑,1.0,0.0,0.0
困窘,1.0,0.0,0.0
花枝招展,0.0,1.0,0.0
装相,1.0,0.0,0.0
猾,1.0,0.0,0.0
惬,0.0,1.0,0.0
精密,0.0,1.0,0.0
错乱,1.0,0.0,0.0
无稽,1.0,0.0,0.0
平铺直序,1.0,0.0,0.0
糜烂,1.0,0.0,0.0
彪壮,0.0,1.0,0.0
唯命是听,0.0,1.0,0.0
首要,0.0,1.0,0.0
头号,0.0,1.0,0.0
见异思迁,1.0,0.0,0.0
抱憾终身,1.0,0.0,0.0
跅驰,1.0,0.0,0.0
实心,0.0,1.0,0.0
邋邋遢遢,1.0,0.0,0.0
愕然,1.0,0.0,0.0
温静,0.0,1.0,0.0
秀媚,0.0,1.0,0.0
手舞足蹈,0.0,1.0,0.0
神魂颠倒,0.0,1.0,0.0
颠倒,1.0,0.0,0.0
从心所欲,1.0,0.0,0.0
冷酷,1.0,0.0,0.0
败兴,1.0,0.0,0.0
说不过去,1.0,0.0,0.0
便,0.0,1.0,0.0
平和,0.0,1.0,0.0
难上难,1.0,0.0,0.0
杂,1.0,0.0,0.0
尚,0.0,1.0,0.0
直来直去,0.0,1.0,0.0
懒惰,1.0,0.0,0.0
酸溜溜,1.0,0.0,0.0
怪,1.0,0.0,0.0
弘,0.0,1.0,0.0
秀异,0.0,1.0,0.0
乱乎,1.0,0.0,0.0
味道不好,1.0,0.0,0.0
高不成低不就,1.0,0.0,0.0
鄙夷,1.0,0.0,0.0
安稳,0.0,1.0,0.0
糊里糊涂,1.0,0.0,0.0
哀伤,1.0,0.0,0.0
地覆天翻,0.0,1.0,0.0
背悔,1.0,0.0,0.0
帅,0.0,1.0,0.0
上色,0.0,1.0,0.0
难上加难,1.0,0.0,0.0
埋汰,1.0,0.0,0.0
三天打鱼两天晒网,1.0,0.0,0.0
还礼,0.0,1.0,0.0
宠幸,0.0,1.0,0.0
刚直不阿,0.0,1.0,0.0
贫寒,1.0,0.0,0.0
完备,0.0,1.0,0.0
怏然自足,0.0,1.0,0.0
悔不该,1.0,0.0,0.0
糜,1.0,0.0,0.0
牢固,0.0,1.0,0.0
窈窕,0.0,1.0,0.0
博识,0.0,1.0,0.0
风吹日晒,1.0,0.0,0.0
摩登,0.0,1.0,0.0
不虔诚,1.0,0.0,0.0
嫌恶,1.0,0.0,0.0
蓬头散发,1.0,0.0,0.0
心如蛇蝎,1.0,0.0,0.0
心地狭窄,1.0,0.0,0.0
陋,1.0,1.0,0.0
驰思,0.0,1.0,0.0
姣,0.0,1.0,0.0
发脾气,1.0,0.0,0.0
穷,1.0,0.0,0.0
严加,1.0,0.0,0.0
不协调,1.0,0.0,0.0
低贱,1.0,0.0,0.0
奇巧,0.0,1.0,0.0
声情并茂,0.0,1.0,0.0
欢悦,0.0,1.0,0.0
推崇,0.0,1.0,0.0
下品,1.0,0.0,0.0
一刻千金,0.0,1.0,0.0
千姿百态,0.0,1.0,0.0
依允,0.0,1.0,0.0
得陇望蜀,1.0,0.0,0.0
厉声,1.0,0.0,0.0
错误,1.0,0.0,0.0
羡,0.0,1.0,0.0
碌碌,1.0,0.0,0.0
灿烂夺目,0.0,1.0,0.0
烦恼,1.0,0.0,0.0
志大才疏,1.0,0.0,0.0
盘根错节,1.0,0.0,0.0
一律,0.0,1.0,0.0
玩,1.0,0.0,0.0
邪恶,1.0,0.0,0.0
变心,1.0,0.0,0.0
艳丽,0.0,1.0,0.0
戚然,1.0,0.0,0.0
袅,0.0,1.0,0.0
博大,0.0,1.0,0.0
切齿,1.0,0.0,0.0
野,1.0,0.0,0.0
冷,1.0,0.0,0.0
世俗,1.0,0.0,0.0
正,0.0,1.0,0.0
沃,0.0,1.0,0.0
非常耐久,0.0,1.0,0.0
衔恨,1.0,0.0,0.0
肯于,0.0,1.0,0.0
好办,0.0,1.0,0.0
脆弱,1.0,0.0,0.0
出众,0.0,1.0,0.0
什锦,1.0,0.0,0.0
更优越,0.0,1.0,0.0
误诊,1.0,0.0,0.0
素不相识,1.0,0.0,0.0
愧怍,1.0,0.0,0.0
如花似锦,0.0,1.0,0.0
红,0.0,1.0,0.0
3730,0.0,1.0,0.0
绷着脸,1.0,0.0,0.0
精神,0.0,1.0,0.0
本质,0.0,1.0,0.0
整,0.0,1.0,0.0
漫无边际,1.0,0.0,0.0
名垂千古,0.0,1.0,0.0
原谅,1.0,0.0,0.0
村气,1.0,0.0,0.0
坏,1.0,0.0,0.0
伟,0.0,1.0,0.0
不光明,1.0,0.0,0.0
摇摆,1.0,0.0,0.0
隽永,0.0,1.0,0.0
爽利,0.0,1.0,0.0
迫不及待,1.0,0.0,0.0
调皮,1.0,0.0,0.0
好事多磨,1.0,0.0,0.0
善交际,0.0,1.0,0.0
协调一致,0.0,1.0,0.0
酣畅,0.0,1.0,0.0
俊丽,0.0,1.0,0.0
洋洋得意,0.0,1.0,0.0
混混沌沌,1.0,0.0,0.0
浅易,0.0,1.0,0.0
高档化,0.0,1.0,0.0
肃杀,1.0,0.0,0.0
淘神,1.0,0.0,0.0
旖旎,0.0,1.0,0.0
保皇,0.0,1.0,0.0
一目了然,0.0,1.0,0.0
大有裨益,0.0,1.0,0.0
有棱角,0.0,1.0,0.0
萧疏,1.0,0.0,0.0
丑陋,1.0,0.0,0.0
皱巴,1.0,0.0,0.0
心胸狭窄,1.0,0.0,0.0
坦诚,0.0,1.0,0.0
恶心,1.0,0.0,0.0
罪大恶极,1.0,0.0,0.0
淑,0.0,1.0,0.0
忧郁,1.0,0.0,0.0
公允,0.0,1.0,0.0
难受,1.0,0.0,0.0
恶骂,1.0,0.0,0.0
通明透亮,0.0,1.0,0.0
入迷,0.0,1.0,0.0
烁,0.0,1.0,0.0
仔细,0.0,1.0,0.0
惊慌失措,1.0,0.0,0.0
形同路人,1.0,0.0,0.0
狂暴,1.0,0.0,0.0
因循守旧,1.0,0.0,0.0
守株待兔,1.0,0.0,0.0
忠心赤胆,0.0,1.0,0.0
顾惜,0.0,1.0,0.0
惟命是从,0.0,1.0,0.0
嗜血成性,1.0,0.0,0.0
整洁,0.0,1.0,0.0
窘促,1.0,0.0,0.0
一清二楚,0.0,1.0,0.0
卑俗,1.0,0.0,0.0
有罪,1.0,0.0,0.0
高质量,0.0,1.0,0.0
胸无点墨,1.0,0.0,0.0
怫然作色,1.0,0.0,0.0
老马识途,0.0,1.0,0.0
悍然,1.0,0.0,0.0
直瞪瞪,1.0,0.0,0.0
挑毛病,1.0,0.0,0.0
辉煌,0.0,1.0,0.0
推重,0.0,1.0,0.0
堂皇,0.0,1.0,0.0
稳步,0.0,1.0,0.0
交口称赞,0.0,1.0,0.0
惊爆,1.0,0.0,0.0
食古不化,1.0,0.0,0.0
因材施教,0.0,1.0,0.0
其实,0.0,1.0,0.0
赤胆忠心,0.0,1.0,0.0
恼火,1.0,0.0,0.0
回头,1.0,0.0,0.0
寥,1.0,0.0,0.0
正中下怀,0.0,1.0,0.0
向往,0.0,1.0,0.0
心切,1.0,0.0,0.0
愚顽,1.0,0.0,0.0
严肃,1.0,1.0,0.0
肋脦,1.0,0.0,0.0
发指,1.0,0.0,0.0
精彩,0.0,1.0,0.0
傒倖,1.0,0.0,0.0
口紧,0.0,1.0,0.0
不名一文,1.0,0.0,0.0
惇,0.0,1.0,0.0
憨,1.0,1.0,0.0
攻击,1.0,0.0,0.0
余裕,0.0,1.0,0.0
安如磐石,0.0,1.0,0.0
千变万化,1.0,0.0,0.0
寒苦,1.0,0.0,0.0
累牍连篇,1.0,0.0,0.0
秀外惠中,0.0,1.0,0.0
维护,0.0,1.0,0.0
虚荣,1.0,0.0,0.0
千真万确,0.0,1.0,0.0
不会腐败,0.0,1.0,0.0
恭贺,0.0,1.0,0.0
恩恩爱爱,0.0,1.0,0.0
好受,0.0,1.0,0.0
文不对题,1.0,0.0,0.0
坦率,0.0,1.0,0.0
杂七杂八,1.0,0.0,0.0
无辜,0.0,1.0,0.0
高精尖,0.0,1.0,0.0
若明若暗,1.0,0.0,0.0
瓦亮,0.0,1.0,0.0
心驰神往,0.0,1.0,0.0
如履薄冰,1.0,0.0,0.0
竦,1.0,1.0,0.0
绕脖子,1.0,0.0,0.0
思路清晰,0.0,1.0,0.0
坦直,0.0,1.0,0.0
尽孝,0.0,1.0,0.0
短浅,1.0,0.0,0.0
略,0.0,1.0,0.0
不合算,1.0,0.0,0.0
优柔寡断,1.0,0.0,0.0
光辉,0.0,1.0,0.0
贤达,0.0,1.0,0.0
诚惶诚恐,1.0,0.0,0.0
直截了当,0.0,1.0,0.0
尊敬,0.0,1.0,0.0
趣,0.0,1.0,0.0
灵活,0.0,1.0,0.0
不过意,1.0,0.0,0.0
对头,0.0,1.0,0.0
斯文,0.0,1.0,0.0
舒服,0.0,1.0,0.0
乱嘈嘈,1.0,0.0,0.0
精神抖擞,0.0,1.0,0.0
平实,0.0,1.0,0.0
垢,1.0,0.0,0.0
齐刷刷,0.0,1.0,0.0
无教养,1.0,0.0,0.0
传神,0.0,1.0,0.0
板脸,1.0,0.0,0.0
质疑,1.0,0.0,0.0
显达,0.0,1.0,0.0
得体,0.0,1.0,0.0
自负,1.0,0.0,0.0
确凿,0.0,1.0,0.0
绵甜,0.0,1.0,0.0
低廉,0.0,1.0,0.0
强暴,1.0,0.0,0.0
面有愧色,1.0,0.0,0.0
怔忪,1.0,0.0,0.0
应准,0.0,1.0,0.0
孤独,1.0,0.0,0.0
秀色可餐,0.0,1.0,0.0
掏心,0.0,1.0,0.0
下流,1.0,0.0,0.0
泠然,0.0,1.0,0.0
心满意足,0.0,1.0,0.0
愠怒,1.0,0.0,0.0
虞,1.0,0.0,0.0
好生生,0.0,1.0,0.0
私下,1.0,0.0,0.0
鄙陋,1.0,0.0,0.0
熙来攘往,0.0,1.0,0.0
正点,0.0,1.0,0.0
祭拜,0.0,1.0,0.0
无比幸福,0.0,1.0,0.0
赅博,0.0,1.0,0.0
杂草丛生,1.0,0.0,0.0
高强,0.0,1.0,0.0
强大,0.0,1.0,0.0
妄自尊大,1.0,0.0,0.0
无名火起,1.0,0.0,0.0
骗人,1.0,0.0,0.0
坦率直言,0.0,1.0,0.0
啰里啰唆,1.0,0.0,0.0
奚幸,1.0,0.0,0.0
必备,0.0,1.0,0.0
一呼百诺,0.0,1.0,0.0
有味,0.0,1.0,0.0
不清不楚,1.0,0.0,0.0
泰然自若,0.0,1.0,0.0
懊丧,1.0,0.0,0.0
坚固,0.0,1.0,0.0
高深莫测,0.0,1.0,0.0
带修辞色彩,0.0,1.0,0.0
清正,0.0,1.0,0.0
灰心丧气,1.0,0.0,0.0
谐,0.0,1.0,0.0
谴,1.0,0.0,0.0
悬系,1.0,0.0,0.0
失望,1.0,0.0,0.0
高等,0.0,1.0,0.0
心灰意懒,1.0,0.0,0.0
勾心斗角,1.0,0.0,0.0
冲昏头脑,1.0,0.0,0.0
香馥馥,0.0,1.0,0.0
别有风味,0.0,1.0,0.0
蕃,0.0,1.0,0.0
牣,0.0,1.0,0.0
苛察,1.0,0.0,0.0
缺乏教养,1.0,0.0,0.0
兔子不吃窝边草,1.0,0.0,0.0
拍手称快,0.0,1.0,0.0
有礼,0.0,1.0,0.0
敦,0.0,1.0,0.0
谦和,0.0,1.0,0.0
婆婆妈妈,1.0,0.0,0.0
无视,1.0,0.0,0.0
新,0.0,1.0,0.0
珍惜,0.0,1.0,0.0
完全,0.0,1.0,0.0
嗔,1.0,0.0,0.0
形单影只,1.0,0.0,0.0
烦腻,1.0,0.0,0.0
嶙峋,1.0,0.0,0.0
淫乱,1.0,0.0,0.0
锣鼓喧天,0.0,1.0,0.0
神采飞扬,0.0,1.0,0.0
怕事,0.0,1.0,0.0
暧昧,1.0,0.0,0.0
迷恋,0.0,1.0,0.0
恝置,1.0,0.0,0.0
寡,1.0,0.0,0.0
娇痴,1.0,0.0,0.0
自私,1.0,0.0,0.0
骑虎难下,1.0,0.0,0.0
富丽,0.0,1.0,0.0
开绿灯,0.0,1.0,0.0
凄怨,1.0,0.0,0.0
最高,0.0,1.0,0.0
什,1.0,0.0,0.0
杏眼圆睁,1.0,0.0,0.0
魂牵梦萦,0.0,1.0,0.0
革命,0.0,1.0,0.0
愍,1.0,0.0,0.0
徒劳,1.0,0.0,0.0
乐,0.0,1.0,0.0
感谢,0.0,1.0,0.0
心急如焚,1.0,0.0,0.0
粗俗,1.0,0.0,0.0
尤,0.0,1.0,0.0
劣,1.0,0.0,0.0
百听不厌,0.0,1.0,0.0
狡狯,1.0,0.0,0.0
秀美,0.0,1.0,0.0
指望,0.0,1.0,0.0
伤心惨目,1.0,0.0,0.0
冷冷,1.0,0.0,0.0
花容月貌,0.0,1.0,0.0
不动摇,0.0,1.0,0.0
溜光,0.0,1.0,0.0
错综复杂,1.0,0.0,0.0
阳,0.0,1.0,0.0
险毒,1.0,0.0,0.0
头面,0.0,1.0,0.0
捷,0.0,1.0,0.0
湎,1.0,0.0,0.0
尖端,0.0,1.0,0.0
硗,1.0,0.0,0.0
愣是,0.0,1.0,0.0
安顿,0.0,1.0,0.0
可悲,1.0,0.0,0.0
怄气,1.0,0.0,0.0
多情,0.0,1.0,0.0
常,0.0,1.0,0.0
剑拔弩张,1.0,0.0,0.0
豆腐心,0.0,1.0,0.0
噲,1.0,1.0,0.0
理性,0.0,1.0,0.0
高山仰止,0.0,1.0,0.0
赞扬,0.0,1.0,0.0
细碎,1.0,0.0,0.0
最理想,0.0,1.0,0.0
茂盛,0.0,1.0,0.0
死心眼,1.0,0.0,0.0
人道,0.0,1.0,0.0
恭恭敬敬,0.0,1.0,0.0
不端,1.0,0.0,0.0
见不得人,1.0,0.0,0.0
不均匀,1.0,0.0,0.0
缜密,0.0,1.0,0.0
非常悲哀,1.0,0.0,0.0
批斗,1.0,0.0,0.0
霁月光风,0.0,1.0,0.0
困迫,1.0,0.0,0.0
疯疯癫癫,1.0,0.0,0.0
将信将疑,1.0,0.0,0.0
憷头,1.0,0.0,0.0
片面,1.0,0.0,0.0
家徒四壁,1.0,0.0,0.0
独裁,1.0,0.0,0.0
温情脉脉,0.0,1.0,0.0
惶然,1.0,0.0,0.0
裒,0.0,1.0,0.0
亲善,0.0,1.0,0.0
横加,1.0,0.0,0.0
寞,1.0,0.0,0.0
富有成效,0.0,1.0,0.0
到,0.0,1.0,0.0
迷茫,1.0,0.0,0.0
好好,0.0,1.0,0.0
火急火燎,1.0,0.0,0.0
为人作嫁衣裳,1.0,0.0,0.0
赤贫,1.0,0.0,0.0
好心,0.0,1.0,0.0
阔,0.0,1.0,0.0
身心健康,0.0,1.0,0.0
优胜,0.0,1.0,0.0
肝肠寸断,1.0,0.0,0.0
枉然,1.0,0.0,0.0
矍,1.0,0.0,0.0
问道于盲,1.0,0.0,0.0
明亮,0.0,1.0,0.0
馥馥,0.0,1.0,0.0
熠熠生辉,0.0,1.0,0.0
找茬,1.0,0.0,0.0
懔,1.0,1.0,0.0
轻健,0.0,1.0,0.0
方方正正,0.0,1.0,0.0
管用,0.0,1.0,0.0
没有教养,1.0,0.0,0.0
经常性,0.0,1.0,0.0
视同儿戏,1.0,0.0,0.0
恺,0.0,1.0,0.0
偏激,1.0,0.0,0.0
逆,1.0,0.0,0.0
米珠薪桂,1.0,0.0,0.0
提心吊胆,1.0,0.0,0.0
孤,1.0,0.0,0.0
零零碎碎,1.0,0.0,0.0
一本正经,0.0,1.0,0.0
滞背,1.0,0.0,0.0
松快,0.0,1.0,0.0
白忙活儿,1.0,0.0,0.0
仪表堂堂,0.0,1.0,0.0
蜕化变质,1.0,0.0,0.0
入魔,0.0,1.0,0.0
不成样子,1.0,0.0,0.0
蔽塞,1.0,0.0,0.0
多才多艺,0.0,1.0,0.0
惨烈,1.0,1.0,0.0
胆小,1.0,0.0,0.0
肮里肮脏,1.0,0.0,0.0
不分青红皂白,1.0,0.0,0.0
认命,0.0,1.0,0.0
四平八稳,0.0,1.0,0.0
繁花似锦,0.0,1.0,0.0
下饭,0.0,1.0,0.0
倩,0.0,1.0,0.0
二把刀,1.0,0.0,0.0
端庄,0.0,1.0,0.0
照准,0.0,1.0,0.0
高层,0.0,1.0,0.0
确定性,0.0,1.0,0.0
恭维,0.0,1.0,0.0
不贞洁,1.0,0.0,0.0
秽乱,1.0,0.0,0.0
不和,1.0,0.0,0.0
有朝气,0.0,1.0,0.0
蕃茂,0.0,1.0,0.0
豁朗,0.0,1.0,0.0
灾难性,1.0,0.0,0.0
醇和,0.0,1.0,0.0
乏味,1.0,0.0,0.0
强行,1.0,0.0,0.0
小手小脚,1.0,0.0,0.0
油光水滑,0.0,1.0,0.0
谈言微中,0.0,1.0,0.0
脱俗,0.0,1.0,0.0
出手不凡,0.0,1.0,0.0
颛,1.0,0.0,0.0
不负责任,1.0,0.0,0.0
夸奖,0.0,1.0,0.0
吃香,0.0,1.0,0.0
行为不端,1.0,0.0,0.0
酥软,1.0,0.0,0.0
不当,1.0,0.0,0.0
毛骨悚然,1.0,0.0,0.0
愚蒙,1.0,0.0,0.0
等因奉此,1.0,0.0,0.0
芊芊,0.0,1.0,0.0
色厉内荏,1.0,0.0,0.0
明,0.0,1.0,0.0
任性,0.0,1.0,0.0
自私自利,1.0,0.0,0.0
草荒,1.0,0.0,0.0
免票,0.0,1.0,0.0
黯然神伤,1.0,0.0,0.0
称心,0.0,1.0,0.0
准点,0.0,1.0,0.0
持之有故,0.0,1.0,0.0
像样,0.0,1.0,0.0
煊赫,0.0,1.0,0.0
狼狈不堪,1.0,0.0,0.0
公平,0.0,1.0,0.0
认死理,1.0,0.0,0.0
芬芳馥郁,0.0,1.0,0.0
非分,1.0,0.0,0.0
神志委靡,1.0,0.0,0.0
实属不易,1.0,0.0,0.0
可塑,0.0,1.0,0.0
堂而皇之,0.0,1.0,0.0
语重心长,0.0,1.0,0.0
呆傻,1.0,0.0,0.0
笃实,0.0,1.0,0.0
奉若神明,0.0,1.0,0.0
秉直,0.0,1.0,0.0
油汪汪,1.0,1.0,0.0
追悔莫及,1.0,0.0,0.0
痛快,0.0,1.0,0.0
依依不舍,0.0,1.0,0.0
忧怨,1.0,0.0,0.0
结结实实,0.0,1.0,0.0
不科学,1.0,0.0,0.0
承望,0.0,1.0,0.0
倾情,0.0,1.0,0.0
迂拙,1.0,0.0,0.0
大胆泼辣,0.0,1.0,0.0
腐朽没落,1.0,0.0,0.0
清脆,0.0,1.0,0.0
怏,1.0,0.0,0.0
澄净,0.0,1.0,0.0
风雨无阻,0.0,1.0,0.0
鼻酸,1.0,0.0,0.0
豪放不羁,0.0,1.0,0.0
贵,1.0,1.0,0.0
奢糜,1.0,0.0,0.0
烁亮,0.0,1.0,0.0
着眼于,0.0,1.0,0.0
渺若烟云,1.0,0.0,0.0
昂昂,0.0,1.0,0.0
调和,0.0,1.0,0.0
矫捷,0.0,1.0,0.0
深入浅出,0.0,1.0,0.0
板,1.0,0.0,0.0
三下五除二,0.0,1.0,0.0
死心塌地,1.0,0.0,0.0
煌煌,0.0,1.0,0.0
装腔作势,1.0,0.0,0.0
随心,0.0,1.0,0.0
粗里粗气,1.0,0.0,0.0
吵吵闹闹,1.0,0.0,0.0
理想,0.0,1.0,0.0
倔,1.0,0.0,0.0
好听,0.0,1.0,0.0
大错特错,1.0,0.0,0.0
泄劲,1.0,0.0,0.0
道道地地,0.0,1.0,0.0
不成熟,1.0,0.0,0.0
面呈病色,1.0,0.0,0.0
训斥,1.0,0.0,0.0
规范,0.0,1.0,0.0
不雅致,1.0,0.0,0.0
绕圈子,0.0,1.0,0.0
栩栩如生,0.0,1.0,0.0
挚,0.0,1.0,0.0
繁复,1.0,0.0,0.0
长长短短,1.0,0.0,0.0
茵茵,0.0,1.0,0.0
智能型,0.0,1.0,0.0
圈定,0.0,1.0,0.0
直率,0.0,1.0,0.0
下三烂,1.0,0.0,0.0
明确,0.0,1.0,0.0
低沉,1.0,0.0,0.0
欣欣然,0.0,1.0,0.0
简单易行,0.0,1.0,0.0
怀想,0.0,1.0,0.0
反唇相讥,1.0,0.0,0.0
看轻,1.0,0.0,0.0
文弱,1.0,0.0,0.0
慈悲为怀,0.0,1.0,0.0
不冷不热,1.0,0.0,0.0
多有微词,1.0,0.0,0.0
怕,1.0,0.0,0.0
留神,0.0,1.0,0.0
闹哄哄,1.0,0.0,0.0
文质彬彬,0.0,1.0,0.0
洌,0.0,1.0,0.0
芊绵,0.0,1.0,0.0
称,0.0,1.0,0.0
冷冰冰,1.0,0.0,0.0
虚夸,1.0,0.0,0.0
讶,1.0,0.0,0.0
玉立,0.0,1.0,0.0
风姿绰约,0.0,1.0,0.0
健康美,0.0,1.0,0.0
残损,1.0,0.0,0.0
忧惧,1.0,0.0,0.0
羸弱,1.0,0.0,0.0
出气,1.0,0.0,0.0
媚俗,1.0,0.0,0.0
脆响,0.0,1.0,0.0
漠不关心,1.0,0.0,0.0
云遮雾障,1.0,0.0,0.0
颂,0.0,1.0,0.0
令人瞩目,0.0,1.0,0.0
透明,0.0,1.0,0.0
煊,0.0,1.0,0.0
高端,0.0,1.0,0.0
繁琐,1.0,0.0,0.0
满腔热情,0.0,1.0,0.0
费神,1.0,0.0,0.0
惕,0.0,1.0,0.0
可乐,0.0,1.0,0.0
假装神圣,1.0,0.0,0.0
清馨,0.0,1.0,0.0
无罪,0.0,1.0,0.0
匀乎,0.0,1.0,0.0
著名,0.0,1.0,0.0
千疮百孔,1.0,0.0,0.0
迓,0.0,1.0,0.0
溷浊,1.0,0.0,0.0
游移,1.0,0.0,0.0
佥同,0.0,1.0,0.0
得当,0.0,1.0,0.0
履险如夷,0.0,1.0,0.0
原封不动,0.0,1.0,0.0
野鸡,1.0,0.0,0.0
专挚,0.0,1.0,0.0
凄婉,1.0,0.0,0.0
昭,0.0,1.0,0.0
艰巨,1.0,0.0,0.0
姣好,0.0,1.0,0.0
花团锦簇,0.0,1.0,0.0
祝颂,0.0,1.0,0.0
无伤大雅,1.0,0.0,0.0
道德败坏,1.0,0.0,0.0
有一套,0.0,1.0,0.0
莹莹,0.0,1.0,0.0
简陋,1.0,0.0,0.0
风骚,1.0,0.0,0.0
无牵无挂,0.0,1.0,0.0
有出息,0.0,1.0,0.0
赞成,0.0,1.0,0.0
眼光锐利,0.0,1.0,0.0
垂念,0.0,1.0,0.0
良,0.0,1.0,0.0
好情,0.0,1.0,0.0
详悉,0.0,1.0,0.0
安康,0.0,1.0,0.0
真切,0.0,1.0,0.0
通顺,0.0,1.0,0.0
豪强,1.0,0.0,0.0
十足,0.0,1.0,0.0
骚,1.0,0.0,0.0
甲级,0.0,1.0,0.0
好心好意,0.0,1.0,0.0
无谓,1.0,0.0,0.0
蓬乱,1.0,0.0,0.0
拉下脸来,1.0,0.0,0.0
娇滴滴,0.0,1.0,0.0
戳壁脚,1.0,0.0,0.0
红得发紫,0.0,1.0,0.0
怔神儿,1.0,0.0,0.0
要强,0.0,1.0,0.0
痴傻,1.0,0.0,0.0
优等,0.0,1.0,0.0
人头攒动,1.0,0.0,0.0
笔挺,0.0,1.0,0.0
哿,0.0,1.0,0.0
未老先衰,1.0,0.0,0.0
油头滑脑,1.0,0.0,0.0
富有成果,0.0,1.0,0.0
贼溜溜,1.0,0.0,0.0
喧噪,1.0,0.0,0.0
