,负面情感词语（中文）,正面情感词语（中文）,中性情感词语（中文）
不可爱,1.0,0.0,0.0
悲切,1.0,0.0,0.0
宝,0.0,1.0,0.0
荒诞不经,1.0,0.0,0.0
火烧火燎,1.0,0.0,0.0
如数家珍,0.0,1.0,0.0
灿烂,0.0,1.0,0.0
长篇大论,1.0,0.0,0.0
劳苦功高,0.0,1.0,0.0
万夫不当,0.0,1.0,0.0
超尘拔俗,0.0,1.0,0.0
圆通,0.0,1.0,0.0
戴,0.0,1.0,0.0
初生牛犊般,0.0,1.0,0.0
姝,0.0,1.0,0.0
岂有此理,1.0,0.0,0.0
放在心上,0.0,1.0,0.0
自责,1.0,0.0,0.0
虎着脸,1.0,0.0,0.0
柔顺,0.0,1.0,0.0
高风峻节,0.0,1.0,0.0
一无可取,1.0,0.0,0.0
草草,1.0,0.0,0.0
忝,1.0,0.0,0.0
蹩脚,1.0,0.0,0.0
落套,1.0,0.0,0.0
风光旖旎,0.0,1.0,0.0
友,0.0,1.0,0.0
不整齐,1.0,1.0,0.0
弱不胜衣,1.0,0.0,0.0
不满足,1.0,0.0,0.0
名,0.0,1.0,0.0
特等,0.0,1.0,0.0
单纯,0.0,1.0,0.0
凄迷,1.0,0.0,0.0
嘉,0.0,1.0,0.0
坚持不懈,0.0,1.0,0.0
半透明,0.0,1.0,0.0
合掌,0.0,1.0,0.0
顺势,0.0,1.0,0.0
仡,0.0,1.0,0.0
乌烟瘴气,1.0,0.0,0.0
真心真意,0.0,1.0,0.0
愣,1.0,0.0,0.0
温存,0.0,1.0,0.0
伤风败俗,1.0,0.0,0.0
凄惨,1.0,0.0,0.0
俭朴,0.0,1.0,0.0
阴险毒辣,1.0,0.0,0.0
欣赏,0.0,1.0,0.0
蔼如,0.0,1.0,0.0
万无一失,0.0,1.0,0.0
莽撞,1.0,0.0,0.0
懑,1.0,0.0,0.0
老派,1.0,0.0,0.0
敬佩,0.0,1.0,0.0
难说话,1.0,0.0,0.0
凛凛,1.0,0.0,0.0
差,1.0,0.0,0.0
暗暗,1.0,0.0,0.0
善意,0.0,1.0,0.0
没受过教育,1.0,0.0,0.0
表里一致,0.0,1.0,0.0
卑陋,1.0,0.0,0.0
乖剌,1.0,0.0,0.0
气冲牛斗,1.0,0.0,0.0
后患无穷,1.0,0.0,0.0
文武兼备,0.0,1.0,0.0
熟悉,0.0,1.0,0.0
谧静,0.0,1.0,0.0
承蒙,0.0,1.0,0.0
淫亵,1.0,0.0,0.0
十拿九稳,0.0,1.0,0.0
骂大街,1.0,0.0,0.0
忠鲠,0.0,1.0,0.0
垂涎欲滴,0.0,1.0,0.0
扑朔迷离,1.0,0.0,0.0
中坚,0.0,1.0,0.0
引咎,1.0,0.0,0.0
荧荧,0.0,1.0,0.0
一掷千金,1.0,0.0,0.0
鲰,1.0,0.0,0.0
血腥,1.0,0.0,0.0
花,1.0,1.0,0.0
眼皮子浅,1.0,0.0,0.0
丕,0.0,1.0,0.0
骁悍,0.0,1.0,0.0
虔,0.0,1.0,0.0
不可缺,0.0,1.0,0.0
好说话,0.0,1.0,0.0
显著,0.0,1.0,0.0
浇漓,1.0,0.0,0.0
嘉许,0.0,1.0,0.0
疚愧,1.0,0.0,0.0
渺小,1.0,0.0,0.0
百里挑一,0.0,1.0,0.0
煌,0.0,1.0,0.0
有见地,0.0,1.0,0.0
会来事,1.0,0.0,0.0
不肖,1.0,0.0,0.0
责骂,1.0,0.0,0.0
泼辣,1.0,1.0,0.0
振奋人心,0.0,1.0,0.0
先人后己,0.0,1.0,0.0
膏腴,0.0,1.0,0.0
娇艳,0.0,1.0,0.0
喜幸,0.0,1.0,0.0
无所顾忌,0.0,1.0,0.0
浑,1.0,0.0,0.0
无愧,0.0,1.0,0.0
睨,1.0,0.0,0.0
尤异,0.0,1.0,0.0
低价位,0.0,1.0,0.0
盯紧,0.0,1.0,0.0
裣衽,0.0,1.0,0.0
消遣,0.0,1.0,0.0
幽婉,0.0,1.0,0.0
无错误,0.0,1.0,0.0
鱼游釜中,1.0,0.0,0.0
惊怖,1.0,0.0,0.0
强,1.0,1.0,0.0
啰里啰嗦,1.0,0.0,0.0
傲视,1.0,0.0,0.0
刚健,0.0,1.0,0.0
恪,0.0,1.0,0.0
欢迎,0.0,1.0,0.0
有失检点,1.0,0.0,0.0
内向,0.0,1.0,0.0
恨之入骨,1.0,0.0,0.0
追悔,1.0,0.0,0.0
妍,0.0,1.0,0.0
宏富,0.0,1.0,0.0
靠得住,0.0,1.0,0.0
柔美,0.0,1.0,0.0
有一手,0.0,1.0,0.0
不满意,1.0,0.0,0.0
最著名,0.0,1.0,0.0
令人恶心,1.0,0.0,0.0
不适当,1.0,0.0,0.0
惟我独尊,1.0,0.0,0.0
究其实,0.0,1.0,0.0
失实,1.0,0.0,0.0
好玩,0.0,1.0,0.0
迁怒,1.0,0.0,0.0
责备,1.0,0.0,0.0
时髦,0.0,1.0,0.0
痛痛快快,0.0,1.0,0.0
铁杵磨成针,0.0,1.0,0.0
一团和气,0.0,1.0,0.0
难过,1.0,0.0,0.0
娈,0.0,1.0,0.0
令人费解,1.0,0.0,0.0
稳如泰山,0.0,1.0,0.0
权威性,0.0,1.0,0.0
犀利,0.0,1.0,0.0
零,1.0,0.0,0.0
快捷,0.0,1.0,0.0
尴尬,1.0,0.0,0.0
优美动听,0.0,1.0,0.0
笨头笨脑,1.0,0.0,0.0
恃才傲物,1.0,0.0,0.0
二五眼,1.0,0.0,0.0
生怕,1.0,0.0,0.0
透彻,0.0,1.0,0.0
幕后,1.0,0.0,0.0
面无表情,1.0,0.0,0.0
春秋鼎盛,0.0,1.0,0.0
敞亮,0.0,1.0,0.0
急躁,1.0,0.0,0.0
简便,0.0,1.0,0.0
良莠不齐,1.0,0.0,0.0
登峰造极,0.0,1.0,0.0
找茬儿,1.0,0.0,0.0
表彰,0.0,1.0,0.0
噩,1.0,0.0,0.0
面有喜色,0.0,1.0,0.0
责斥,1.0,0.0,0.0
戛戛,0.0,1.0,0.0
羞涩,1.0,0.0,0.0
施礼,0.0,1.0,0.0
奢华,1.0,0.0,0.0
迷漫,1.0,0.0,0.0
葱茂,0.0,1.0,0.0
强壮有力,0.0,1.0,0.0
皮相,1.0,0.0,0.0
屏息静气,0.0,1.0,0.0
不近情理,1.0,0.0,0.0
损人利己,1.0,0.0,0.0
幻,1.0,0.0,0.0
封禅,0.0,1.0,0.0
急,1.0,1.0,0.0
气短,1.0,0.0,0.0
毫无意义,1.0,0.0,0.0
瑰伟,0.0,1.0,0.0
臆,1.0,0.0,0.0
颠三倒四,1.0,0.0,0.0
面色蜡黄,1.0,0.0,0.0
象征性,1.0,0.0,0.0
酥,1.0,0.0,0.0
驯顺,0.0,1.0,0.0
上相,0.0,1.0,0.0
配不上,1.0,0.0,0.0
隐忧,1.0,0.0,0.0
狂悖,1.0,0.0,0.0
似,1.0,0.0,0.0
利齿,0.0,1.0,0.0
嗲,1.0,0.0,0.0
灵敏,0.0,1.0,0.0
卓越超群,0.0,1.0,0.0
高深,0.0,1.0,0.0
怯懦,1.0,0.0,0.0
喜滋滋,0.0,1.0,0.0
蓬头垢面,1.0,0.0,0.0
憨实,0.0,1.0,0.0
熙和,0.0,1.0,0.0
顶礼膜拜,0.0,1.0,0.0
坏脾气,1.0,0.0,0.0
不可告人,1.0,0.0,0.0
恐,1.0,0.0,0.0
简慢,1.0,0.0,0.0
悬红,0.0,1.0,0.0
倒向,0.0,1.0,0.0
乱了方寸,1.0,0.0,0.0
颓败,1.0,0.0,0.0
指鸡骂狗,1.0,0.0,0.0
蒙胧,1.0,0.0,0.0
眼生,1.0,0.0,0.0
七零八落,1.0,0.0,0.0
忠忱,0.0,1.0,0.0
有望,0.0,1.0,0.0
冗长,1.0,0.0,0.0
无眉目,1.0,0.0,0.0
哀怨,1.0,0.0,0.0
黑白分明,0.0,1.0,0.0
豪情满怀,0.0,1.0,0.0
明窗净几,0.0,1.0,0.0
通情达理,0.0,1.0,0.0
把稳,0.0,1.0,0.0
促狭,1.0,0.0,0.0
祝贺,0.0,1.0,0.0
傲慢,1.0,0.0,0.0
迟疑,1.0,0.0,0.0
黯然,1.0,0.0,0.0
磨不开,1.0,0.0,0.0
机械,1.0,0.0,0.0
周密,0.0,1.0,0.0
网开一面,0.0,1.0,0.0
空洞无聊,1.0,0.0,0.0
无诚意,1.0,0.0,0.0
上品,0.0,1.0,0.0
驯服,0.0,1.0,0.0
糙,1.0,0.0,0.0
有伤风化,1.0,0.0,0.0
傻头傻脑,1.0,0.0,0.0
说风凉话,1.0,0.0,0.0
顽皮,1.0,0.0,0.0
视同蝼蚁,1.0,0.0,0.0
毫无保留地,0.0,1.0,0.0
恕,1.0,0.0,0.0
毛头毛脑,1.0,0.0,0.0
天香国色,0.0,1.0,0.0
不民主,1.0,0.0,0.0
短视,1.0,0.0,0.0
端丽,0.0,1.0,0.0
陈腐,1.0,0.0,0.0
漠,1.0,0.0,0.0
吸引人眼球,0.0,1.0,0.0
忧闷,1.0,0.0,0.0
没有阻碍,0.0,1.0,0.0
蛮,1.0,0.0,0.0
不道德,1.0,0.0,0.0
你死我活,1.0,0.0,0.0
适意,0.0,1.0,0.0
瞽,1.0,0.0,0.0
正面,0.0,1.0,0.0
荒僻,1.0,0.0,0.0
敞开,0.0,1.0,0.0
大大方方,0.0,1.0,0.0
黑咕隆咚,1.0,0.0,0.0
污七八糟,1.0,0.0,0.0
朝拜,0.0,1.0,0.0
秉正,0.0,1.0,0.0
胸怀坦白,0.0,1.0,0.0
井然,0.0,1.0,0.0
贫,1.0,0.0,0.0
朝不谋夕,1.0,0.0,0.0
蓊郁,0.0,1.0,0.0
往心里去,1.0,0.0,0.0
憋拗,1.0,0.0,0.0
爱上,0.0,1.0,0.0
吃劲,1.0,0.0,0.0
硬实,0.0,1.0,0.0
漫无目的,1.0,0.0,0.0
真性,0.0,1.0,0.0
潜心,0.0,1.0,0.0
喜上眉梢,0.0,1.0,0.0
铁杆儿,1.0,0.0,0.0
滑溜,0.0,1.0,0.0
太太平平,0.0,1.0,0.0
毫不畏惧,0.0,1.0,0.0
锃光瓦亮,0.0,1.0,0.0
褊狭,1.0,0.0,0.0
恣意,1.0,0.0,0.0
策略性,1.0,0.0,0.0
有为,0.0,1.0,0.0
美轮美奂,0.0,1.0,0.0
虎踞龙蟠,1.0,0.0,0.0
蛮荒,1.0,0.0,0.0
疏忽,1.0,0.0,0.0
赝,1.0,0.0,0.0
骂人,1.0,0.0,0.0
爽口,0.0,1.0,0.0
嫉,0.0,1.0,0.0
机智,0.0,1.0,0.0
实质性,0.0,1.0,0.0
骂,1.0,0.0,0.0
含沙射影,1.0,0.0,0.0
斐然,0.0,1.0,0.0
身体结实,0.0,1.0,0.0
掉以轻心,1.0,0.0,0.0
毫无价值,1.0,0.0,0.0
胜,0.0,1.0,0.0
凝神,0.0,1.0,0.0
乱虐并生,1.0,0.0,0.0
一语双关,0.0,1.0,0.0
积重难返,1.0,0.0,0.0
密,1.0,1.0,0.0
卑鄙无耻,1.0,0.0,0.0
颐指气使,1.0,0.0,0.0
确定,0.0,1.0,0.0
珠圆玉润,0.0,1.0,0.0
和悦,0.0,1.0,0.0
热火,0.0,1.0,0.0
寂静,0.0,1.0,0.0
隆重,0.0,1.0,0.0
好上加好,0.0,1.0,0.0
鞭辟入里,0.0,1.0,0.0
落后,1.0,0.0,0.0
繁茂,0.0,1.0,0.0
恣,1.0,0.0,0.0
和祥,0.0,1.0,0.0
疏,1.0,0.0,0.0
酷爱,0.0,1.0,0.0
诅骂,1.0,0.0,0.0
物阜民丰,0.0,1.0,0.0
口角春风,0.0,1.0,0.0
乱纷纷,1.0,0.0,0.0
无所谓,1.0,0.0,0.0
聪悟,0.0,1.0,0.0
发自肺腑,0.0,1.0,0.0
清一色,0.0,1.0,0.0
简单明了,0.0,1.0,0.0
势不两立,1.0,0.0,0.0
蔫不声,0.0,1.0,0.0
看上,0.0,1.0,0.0
花香鸟语,0.0,1.0,0.0
二话没说,0.0,1.0,0.0
很有抱负,0.0,1.0,0.0
高风亮节,0.0,1.0,0.0
不好使,1.0,0.0,0.0
不善交谈,1.0,0.0,0.0
冷酷无情,1.0,0.0,0.0
足月,0.0,1.0,0.0
静穆,0.0,1.0,0.0
站得住脚,0.0,1.0,0.0
病弱,1.0,0.0,0.0
伤怀,1.0,0.0,0.0
殷,1.0,1.0,0.0
危急,1.0,0.0,0.0
欣幸,0.0,1.0,0.0
可恶,1.0,0.0,0.0
珍爱,0.0,1.0,0.0
羽毛未丰,1.0,0.0,0.0
死活,0.0,1.0,0.0
彬彬,0.0,1.0,0.0
有理有据,0.0,1.0,0.0
半公开,0.0,1.0,0.0
淡薄,1.0,0.0,0.0
安乐,0.0,1.0,0.0
越轨,1.0,0.0,0.0
安适,0.0,1.0,0.0
盛赞,0.0,1.0,0.0
令人齿冷,1.0,0.0,0.0
富贵,0.0,1.0,0.0
挑刺儿,1.0,0.0,0.0
羞人答答,1.0,0.0,0.0
惶惑,1.0,0.0,0.0
顶事,0.0,1.0,0.0
苦,1.0,1.0,0.0
大有希望,0.0,1.0,0.0
深湛,0.0,1.0,0.0
为所欲为,1.0,0.0,0.0
得法,0.0,1.0,0.0
重,1.0,1.0,0.0
面斥,1.0,0.0,0.0
非同小可,0.0,1.0,0.0
得意,0.0,1.0,0.0
漂浮,1.0,0.0,0.0
茕,1.0,0.0,0.0
混交,1.0,0.0,0.0
怡然,0.0,1.0,0.0
丝毫不差,0.0,1.0,0.0
忧愤,1.0,0.0,0.0
畏葸,1.0,0.0,0.0
陈旧,1.0,0.0,0.0
和软,0.0,1.0,0.0
白白,1.0,0.0,0.0
艰苦,1.0,0.0,0.0
需,0.0,1.0,0.0
鸡蛋里挑骨头,1.0,0.0,0.0
打心眼儿里,0.0,1.0,0.0
欢快,0.0,1.0,0.0
狼藉,1.0,0.0,0.0
顶呱呱,0.0,1.0,0.0
称许,0.0,1.0,0.0
便利,0.0,1.0,0.0
奖,0.0,1.0,0.0
辱骂,1.0,0.0,0.0
凌杂,1.0,0.0,0.0
赞,0.0,1.0,0.0
见罪,1.0,0.0,0.0
偏废,1.0,0.0,0.0
文文静静,0.0,1.0,0.0
沉吟,1.0,0.0,0.0
英勇,0.0,1.0,0.0
震天动地,0.0,1.0,0.0
混,1.0,0.0,0.0
富,0.0,1.0,0.0
软心肠,0.0,1.0,0.0
锲而不舍,0.0,1.0,0.0
万箭穿心,1.0,0.0,0.0
羞恶,1.0,0.0,0.0
恕宥,1.0,0.0,0.0
唐突,1.0,0.0,0.0
顶级,0.0,1.0,0.0
一钱不值,1.0,0.0,0.0
悬心,1.0,0.0,0.0
憋屈,1.0,0.0,0.0
豪横,1.0,0.0,0.0
非常热心,0.0,1.0,0.0
端整,0.0,1.0,0.0
名实相符,0.0,1.0,0.0
入画,0.0,1.0,0.0
荦,0.0,1.0,0.0
苦不唧,1.0,0.0,0.0
低调,0.0,1.0,0.0
气势汹汹,1.0,0.0,0.0
催人奋进,0.0,1.0,0.0
悠扬,0.0,1.0,0.0
当紧,1.0,0.0,0.0
娉婷,0.0,1.0,0.0
没有勇气,1.0,0.0,0.0
生杀予夺,0.0,1.0,0.0
匀整,0.0,1.0,0.0
牢靠,0.0,1.0,0.0
轻手轻脚,0.0,1.0,0.0
精辟,0.0,1.0,0.0
沁人心脾,0.0,1.0,0.0
哲,0.0,1.0,0.0
明澈,0.0,1.0,0.0
鸡犬不留,1.0,0.0,0.0
风度翩翩,0.0,1.0,0.0
败坏,1.0,0.0,0.0
厚,0.0,1.0,1.0
娴,0.0,1.0,0.0
够戗,1.0,0.0,0.0
手脚麻利,0.0,1.0,0.0
拥护,0.0,1.0,0.0
愣住,1.0,0.0,0.0
麻利,0.0,1.0,0.0
锐敏,0.0,1.0,0.0
狡计多端,1.0,0.0,0.0
狎昵,1.0,0.0,0.0
果,0.0,1.0,0.0
一门心思,0.0,1.0,0.0
安逸,0.0,1.0,0.0
甘味,0.0,1.0,0.0
荦荦,0.0,1.0,0.0
于事无补,1.0,0.0,0.0
萧瑟,1.0,0.0,0.0
悲切切,1.0,0.0,0.0
柔韧,0.0,1.0,0.0
灰头灰脸,1.0,0.0,0.0
畅快,0.0,1.0,0.0
无力,1.0,0.0,0.0
欠妥,1.0,0.0,0.0
娟,0.0,1.0,0.0
易怒,1.0,0.0,0.0
虎头蛇尾,1.0,0.0,0.0
装腔,1.0,0.0,0.0
全能,0.0,1.0,0.0
壮观,0.0,1.0,0.0
博雅,0.0,1.0,0.0
矫健,0.0,1.0,0.0
动怒,1.0,0.0,0.0
吆三喝四,1.0,0.0,0.0
小肚鸡肠,1.0,0.0,0.0
有纪律,0.0,1.0,0.0
瘠薄,1.0,0.0,0.0
准时,0.0,1.0,0.0
嗟,0.0,1.0,0.0
气馁,1.0,0.0,0.0
果决,0.0,1.0,0.0
自然,0.0,1.0,0.0
心黑手辣,1.0,0.0,0.0
赏,0.0,1.0,0.0
器宇轩昂,0.0,1.0,0.0
满脸愁雾,1.0,0.0,0.0
靡丽,1.0,0.0,0.0
虎虎生气,0.0,1.0,0.0
竟敢,0.0,1.0,0.0
煮豆燃萁,1.0,0.0,0.0
针砭,1.0,0.0,0.0
蛇蝎心肠,1.0,0.0,0.0
耳聪目明,0.0,1.0,0.0
勃,0.0,1.0,0.0
麻麻亮,0.0,1.0,0.0
私下里,1.0,0.0,0.0
泼,1.0,0.0,0.0
靓丽,0.0,1.0,0.0
不屑一顾,1.0,0.0,0.0
非议,1.0,0.0,0.0
满腔热忱,0.0,1.0,0.0
大无畏,0.0,1.0,0.0
出类拔萃,0.0,1.0,0.0
多情善感,0.0,1.0,0.0
匀称,0.0,1.0,0.0
零碎,1.0,0.0,0.0
钟,0.0,1.0,0.0
腆,1.0,0.0,0.0
气头上,1.0,0.0,0.0
迎候,0.0,1.0,0.0
黑心,1.0,0.0,0.0
没有礼貌,1.0,0.0,0.0
动态平衡,0.0,1.0,0.0
奢,1.0,0.0,0.0
破败,1.0,0.0,0.0
判断正确,0.0,1.0,0.0
心地善良,0.0,1.0,0.0
厚望,0.0,1.0,0.0
大度,0.0,1.0,0.0
忠信,0.0,1.0,0.0
逾分,1.0,0.0,0.0
逞性,1.0,0.0,0.0
抖,0.0,1.0,0.0
实实在在,0.0,1.0,0.0
含怒,1.0,0.0,0.0
浮漂,1.0,0.0,0.0
昌,0.0,1.0,0.0
张冠李戴,1.0,0.0,0.0
哙,1.0,1.0,0.0
不适于居住,1.0,0.0,0.0
新鲜,0.0,1.0,0.0
灯火通明,0.0,1.0,0.0
过当,1.0,0.0,0.0
别有用心,1.0,0.0,0.0
暗沉沉,1.0,0.0,0.0
惦记,1.0,0.0,0.0
动荡不安,1.0,0.0,0.0
稚弱,0.0,1.0,0.0
可怜,1.0,0.0,0.0
上赶着,0.0,1.0,0.0
无瑕疵,0.0,1.0,0.0
人不知，鬼不觉,1.0,0.0,0.0
躁急,1.0,0.0,0.0
踌躇不决,1.0,0.0,0.0
怒,1.0,0.0,0.0
一文不名,1.0,0.0,0.0
生意盎然,0.0,1.0,0.0
乌涂,1.0,0.0,0.0
绚丽夺目,0.0,1.0,0.0
本本主义,1.0,0.0,0.0
空空洞洞,1.0,0.0,0.0
大谬不然,1.0,0.0,0.0
失宜,1.0,0.0,0.0
驽钝,1.0,0.0,0.0
祝愿,0.0,1.0,0.0
精致,0.0,1.0,0.0
发育完全,0.0,1.0,0.0
卑贱,1.0,0.0,0.0
扬扬得意,0.0,1.0,0.0
唯唯诺诺,0.0,1.0,0.0
目光炯炯,0.0,1.0,0.0
分析纯,0.0,1.0,0.0
倨傲,1.0,0.0,0.0
严重,1.0,0.0,0.0
成,0.0,1.0,0.0
舒爽,0.0,1.0,0.0
叫苦不迭,1.0,0.0,0.0
宽免,1.0,0.0,0.0
佻,1.0,0.0,0.0
名誉,0.0,1.0,0.0
不足为训,1.0,0.0,0.0
嫉妒,0.0,1.0,0.0
祝福,0.0,1.0,0.0
横蛮无理,1.0,0.0,0.0
惼,1.0,0.0,0.0
淡漠,1.0,0.0,0.0
悲痛欲绝,1.0,0.0,0.0
叶公好龙,1.0,0.0,0.0
进退维谷,1.0,0.0,0.0
闹性子,1.0,0.0,0.0
痛不欲生,1.0,0.0,0.0
不透气,1.0,0.0,0.0
谎,1.0,0.0,0.0
可喜,0.0,1.0,0.0
骄人,1.0,0.0,0.0
玲珑剔透,0.0,1.0,0.0
萎靡,1.0,0.0,0.0
刁,1.0,0.0,0.0
学而不厌,0.0,1.0,0.0
不绝如缕,1.0,0.0,0.0
胆大,0.0,1.0,0.0
销魂,0.0,1.0,0.0
惊喜,0.0,1.0,0.0
闷闷,1.0,0.0,0.0
秀润,0.0,1.0,0.0
七窍生烟,1.0,0.0,0.0
赤,0.0,1.0,0.0
优雅,0.0,1.0,0.0
顾虑,1.0,0.0,0.0
乌七八糟,1.0,0.0,0.0
莫须有,1.0,0.0,0.0
嫌憎,1.0,0.0,0.0
蚩,1.0,0.0,0.0
没用,1.0,0.0,0.0
刚刚,0.0,1.0,0.0
坚贞不屈,0.0,1.0,0.0
不容置辩,0.0,1.0,0.0
多姿,0.0,1.0,0.0
不可补救,1.0,0.0,0.0
巴结,0.0,1.0,0.0
跅弛,1.0,0.0,0.0
鸡零狗碎,1.0,0.0,0.0
不周,1.0,0.0,0.0
顺当,0.0,1.0,0.0
秀逸,0.0,1.0,0.0
褊,1.0,0.0,0.0
痴情,0.0,1.0,0.0
令人敬畏,1.0,0.0,0.0
惓惓,0.0,1.0,0.0
适,0.0,1.0,0.0
具有压倒性优势,0.0,1.0,0.0
倨,1.0,0.0,0.0
安恬,0.0,1.0,0.0
轻悠悠,0.0,1.0,0.0
无可訾议,0.0,1.0,0.0
拉长个脸,1.0,0.0,0.0
人声鼎沸,1.0,0.0,0.0
覆雨翻云,1.0,0.0,0.0
黑心肠,1.0,0.0,0.0
声名狼藉,1.0,0.0,0.0
甜蜜,0.0,1.0,0.0
嶷,0.0,1.0,0.0
油煎火燎,1.0,0.0,0.0
踏实,0.0,1.0,0.0
悦耳,0.0,1.0,0.0
博闻广识,0.0,1.0,0.0
恚怒,1.0,0.0,0.0
目光如豆,1.0,0.0,0.0
不是滋味儿,1.0,0.0,0.0
率,1.0,1.0,0.0
纸上谈兵,1.0,0.0,0.0
目无余子,1.0,0.0,0.0
路不拾遗,0.0,1.0,0.0
烧高香,0.0,1.0,0.0
非正义,1.0,0.0,0.0
有趣,0.0,1.0,0.0
淡而无味,1.0,0.0,0.0
不无小补,0.0,1.0,0.0
悍然不顾,1.0,0.0,0.0
健硕,0.0,1.0,0.0
浇薄,1.0,0.0,0.0
炉火纯青,0.0,1.0,0.0
沮,1.0,0.0,0.0
屈理,1.0,0.0,0.0
率直,0.0,1.0,0.0
死心眼儿,1.0,0.0,0.0
牵挂,0.0,1.0,0.0
劲,0.0,1.0,0.0
大名鼎鼎,0.0,1.0,0.0
无法无天,1.0,0.0,0.0
爱戴,0.0,1.0,0.0
豁达,0.0,1.0,0.0
执著,0.0,1.0,0.0
自傲,1.0,0.0,0.0
端雅,0.0,1.0,0.0
高新,0.0,1.0,0.0
有心眼,0.0,1.0,0.0
俨然,0.0,1.0,0.0
萦念,0.0,1.0,0.0
尽,0.0,1.0,0.0
苒,0.0,1.0,0.0
自尊,0.0,1.0,0.0
宜,0.0,1.0,0.0
水灵灵,0.0,1.0,0.0
直,0.0,1.0,0.0
问心无愧,0.0,1.0,0.0
和气,0.0,1.0,0.0
鲠直,0.0,1.0,0.0
欠完善,1.0,0.0,0.0
死死,1.0,0.0,0.0
昂然,0.0,1.0,0.0
倥偬,1.0,0.0,0.0
风雨飘摇,1.0,0.0,0.0
手头紧,1.0,0.0,0.0
赫赫有名,0.0,1.0,0.0
破旧,1.0,0.0,0.0
头脑清醒,0.0,1.0,0.0
通,0.0,1.0,0.0
无疵,0.0,1.0,0.0
明面,0.0,1.0,0.0
竭蹶,1.0,0.0,0.0
别开生面,0.0,1.0,0.0
完好如初,0.0,1.0,0.0
高洁,0.0,1.0,0.0
阴暗,1.0,0.0,0.0
背阴,1.0,0.0,0.0
赫赫,0.0,1.0,0.0
拜拜,0.0,1.0,0.0
零丁,1.0,0.0,0.0
轻捷,0.0,1.0,0.0
身手不凡,0.0,1.0,0.0
神采焕发,0.0,1.0,0.0
费劲,1.0,0.0,0.0
有口无心,0.0,1.0,0.0
群魔乱舞,1.0,0.0,0.0
没精打采,1.0,0.0,0.0
肃穆,0.0,1.0,0.0
不客气,1.0,0.0,0.0
愚拙,1.0,0.0,0.0
心急火燎,1.0,0.0,0.0
血雨腥风,1.0,0.0,0.0
逞性子,1.0,0.0,0.0
超凡脱俗,0.0,1.0,0.0
惨,1.0,0.0,0.0
愚鲁,1.0,0.0,0.0
回敬,0.0,1.0,0.0
亲热,0.0,1.0,0.0
传统,0.0,1.0,0.0
虔敬,0.0,1.0,0.0
芃芃,0.0,1.0,0.0
乐滋滋,0.0,1.0,0.0
朴质,0.0,1.0,0.0
缺乏绅士风度,1.0,0.0,0.0
滞呆,1.0,0.0,0.0
重在,0.0,1.0,0.0
易如反掌,0.0,1.0,0.0
闷郁,1.0,0.0,0.0
暗自,1.0,0.0,0.0
暴戾恣睢,1.0,0.0,0.0
设备齐全,0.0,1.0,0.0
小瞧,1.0,0.0,0.0
找岔子,1.0,0.0,0.0
犷悍,1.0,0.0,0.0
安如泰山,0.0,1.0,0.0
机灵,0.0,1.0,0.0
鸟尽弓藏,1.0,0.0,0.0
羞,1.0,0.0,0.0
对劲儿,0.0,1.0,0.0
贤慧,0.0,1.0,0.0
不尽,1.0,0.0,0.0
荡,1.0,0.0,0.0
光彩炫目,0.0,1.0,0.0
申谢,0.0,1.0,0.0
崎岖不平,1.0,0.0,0.0
悍,1.0,1.0,0.0
喜爱,0.0,1.0,0.0
懒得,1.0,0.0,0.0
揭不开锅,1.0,0.0,0.0
与世隔绝,1.0,0.0,0.0
小心谨慎,0.0,1.0,0.0
乳臭未干,1.0,0.0,0.0
悔之无及,1.0,0.0,0.0
冷漠,1.0,0.0,0.0
松散散,1.0,0.0,0.0
面黄肌瘦,1.0,0.0,0.0
怒气冲天,1.0,0.0,0.0
完整,0.0,1.0,0.0
生硬,1.0,0.0,0.0
贪婪,1.0,0.0,0.0
悯,1.0,0.0,0.0
春色满园,0.0,1.0,0.0
枯涩,1.0,0.0,0.0
醇香,0.0,1.0,0.0
粹,0.0,1.0,0.0
光彩,0.0,1.0,0.0
关注,0.0,1.0,0.0
婉约,0.0,1.0,0.0
大肆,1.0,0.0,0.0
成熟,0.0,1.0,0.0
凝滞,1.0,0.0,0.0
形同虚设,1.0,0.0,0.0
文静,0.0,1.0,0.0
犯愁,1.0,0.0,0.0
靠不住,1.0,0.0,0.0
戳脊梁骨,1.0,0.0,0.0
间杂,1.0,0.0,0.0
拔俗,0.0,1.0,0.0
准确无误,0.0,1.0,0.0
傻乎乎,1.0,0.0,0.0
光亮,0.0,1.0,0.0
意在言外,0.0,1.0,0.0
蚍蜉撼大树,1.0,0.0,0.0
凛,1.0,0.0,0.0
累卵,1.0,0.0,0.0
火头上,1.0,0.0,0.0
如初,0.0,1.0,0.0
憝,1.0,0.0,0.0
尖嘴薄舌,1.0,0.0,0.0
谢谢,0.0,1.0,0.0
幸福,0.0,1.0,0.0
成器,0.0,1.0,0.0
酷,1.0,1.0,0.0
从实,0.0,1.0,0.0
舒快,0.0,1.0,0.0
难听,1.0,0.0,0.0
谦诚,0.0,1.0,0.0
不济事,1.0,0.0,0.0
苦闷,1.0,0.0,0.0
一塌糊涂,1.0,0.0,0.0
失意,1.0,0.0,0.0
呵,1.0,0.0,0.0
邋遢,1.0,0.0,0.0
